44872001,200
44874809,201
44869717,202
44869703,203
44793639,204
44795241,205
44795143,206
44819059,207
45064547,208
45064331,209
46261645,210
46260717,211
46368875,212
46367055,213
46367007,214
44795433,215
46374317,216
46172659,217
46368665,218
45084797,219
46485163,220
46183715,221
46375751,222
44874479,223
46924589,224
44795525,225
44872847,226
44872839,227
44872743,228
46891731,229
47079731,230
46837221,231
46891411,232
46460671,233
46261533,234
47511867,235
44872785,236
47358711,237
46451043,238
47521691,239
46265037,240
47537633,241
47793475,242
47642269,243
47521751,244
47538941,245
44874369,246
47873491,247
46839791,248
48063253,249
46928779,250
46927447,251
44874775,252
44872871,253
46894175,254
46909293,255
46892141,256
44873509,257
46897237,258
46928507,259
46918177,260
48315421,261
46897315,262
46919915,263
46919105,264
48387661,265
48061941,266
48061891,267
46920065,268
46899553,269
48062583,270
46897553,271
47643217,272
46897757,273
46897943,274
47976929,275
47976973,276
46929145,277
46919673,278
48235257,279
48235003,280
47791265,281
48235647,282
47003349,283
49496897,284
49493137,285
48063685,286
49510751,287
47874311,288
49510719,289
49510551,290
49493175,291
49133721,292
49590833,293
49117961,294
49118063,295
49388319,296
49589745,297
49658039,298
49739795,299
49658993,300
49658959,301
49658911,302
49510663,303
49388089,304
46898005,305
46898303,306
46898441,307
47983809,308
48186061,309
47874221,310
46898383,311
50346103,312
46895955,313
47051465,314
50298299,315
50252907,316
50269423,317
49497427,318
50515539,319
50507535,320
47643027,321
50992567,322
50672075,323
50726781,324
50726881,325
47791447,326
50726585,327
50370189,328
49388389,329
51315629,330
51314863,331
51313095,332
47435027,333
51395141,334
51566743,335
51571399,336
51571179,337
51528249,338
51528431,339
51637861,340
50347049,341
51648665,342
47435099,343
47435187,344
47435157,345
47435373,346
44873979,347
47435451,348
47437701,349
46172793,350
52049905,351
52294357,352
52302051,353
52292615,354
52037279,355
52037469,356
49491223,357
52458387,358
48429793,359
47724139,360
47791303,361
47874133,362
47437623,363
46923587,364
46926429,365
46925945,366
46926917,367
46927175,368
46927083,369
49591637,370
47003713,371
49290163,372
47731605,373
47791209,374
47791407,375
50364035,376
50379747,377
50364079,378
50364143,379
50364183,380
50364279,381
47051427,382
50370093,383
50363249,384
50362677,385
50362487,386
50362857,387
48068679,388
50364599,389
50364389,390
52324521,391
52324445,392
52324317,393
52324263,394
52324225,395
52324205,396
52292251,397
52242451,398
52233477,399
47793915,400
49119863,401
50181387,402
49743067,403
49493783,404
49658101,405
47731653,406
46367819,407
46368957,408
46455965,409
50364635,410
49491703,411
49492895,412
49491791,413
49491761,414
44873465,415
46928953,416
52645147,430
52717739,431
52717299,432
52862227,440
52914283,441
